Date  ,Open,High,Low ,Close
06-Jul-11,848.85,858.50,840.70,852.90
07-Jul-11,858.00,874.90,855.25,870.70
08-Jul-11,873.00,874.00,852.00,854.85
11-Jul-11,854.00,859.95,847.00,853.30
12-Jul-11,847.50,857.40,845.70,847.75
13-Jul-11,853.05,869.70,851.10,865.45
14-Jul-11,863.30,877.90,859.35,867.55
15-Jul-11,869.70,869.70,869.70,869.70
15-Jul-11,867.70,876.00,865.00,873.20
18-Jul-11,871.90,873.90,864.20,867.60
19-Jul-11,867.50,881.40,866.00,879.45
20-Jul-11,886.00,886.80,868.80,876.20
21-Jul-11,875.95,875.95,857.55,860.85
22-Jul-11,866.00,877.00,862.50,873.35
25-Jul-11,892.00,892.00,879.15,882.85
26-Jul-11,888.25,890.15,869.40,871.50
27-Jul-11,875.00,875.00,859.15,860.85
28-Jul-11,855.00,855.00,833.40,837.35
29-Jul-11,840.00,847.25,823.15,827.95
01-Aug-11,838.00,838.00,821.35,830.85
02-Aug-11,827.55,838.90,818.50,837.30
03-Aug-11,826.75,836.20,823.10,825.05
04-Aug-11,828.00,831.65,810.05,812.35
05-Aug-11,799.50,799.50,779.00,792.00
08-Aug-11,776.70,796.40,767.00,780.65
09-Aug-11,753.00,779.00,753.00,765.30
10-Aug-11,785.35,790.00,765.00,772.75
11-Aug-11,768.35,784.95,765.00,772.20
12-Aug-11,783.00,783.00,758.00,760.90
16-Aug-11,760.00,772.30,754.70,759.15
17-Aug-11,760.50,774.40,751.00,755.00
18-Aug-11,757.70,760.00,737.00,741.20
19-Aug-11,731.05,739.00,721.30,732.55
22-Aug-11,731.00,759.85,725.60,757.00
23-Aug-11,760.35,772.00,747.50,765.25
24-Aug-11,764.00,769.50,756.00,761.30
25-Aug-11,761.60,769.00,750.25,753.50
26-Aug-11,751.00,756.10,712.00,719.40
29-Aug-11,731.10,759.90,728.35,755.05
30-Aug-11,765.00,796.30,764.00,782.60
02-Sep-11,796.70,813.70,789.45,805.45
05-Sep-11,794.50,799.00,782.95,788.85
06-Sep-11,783.20,825.50,776.50,821.50
07-Sep-11,824.00,843.50,823.70,833.50
08-Sep-11,833.50,859.00,814.50,852.45
09-Sep-11,852.15,858.55,823.70,825.75
12-Sep-11,815.00,815.00,815.00,815.00
12-Sep-11,810.35,822.45,795.25,806.30
13-Sep-11,813.20,824.75,796.75,810.25
14-Sep-11,813.90,829.75,805.20,825.40
15-Sep-11,833.00,838.60,813.55,836.30
16-Sep-11,850.00,850.00,821.00,825.65
19-Sep-11,825.00,829.15,815.60,821.55
20-Sep-11,823.00,853.95,816.30,851.80
21-Sep-11,850.90,850.90,832.30,837.60
22-Sep-11,823.95,827.90,780.00,786.35
23-Sep-11,773.90,792.60,764.10,770.60
26-Sep-11,769.20,770.70,747.55,759.20
27-Sep-11,774.00,800.70,772.00,797.20
28-Sep-11,799.75,806.30,789.10,797.20
29-Sep-11,790.50,812.75,784.45,807.70
30-Sep-11,803.50,822.90,792.50,808.35
03-Oct-11,791.20,799.90,784.10,788.20
04-Oct-11,784.00,790.80,765.25,771.60
05-Oct-11,772.55,777.90,761.75,767.00
07-Oct-11,786.70,808.00,784.90,802.90
10-Oct-11,804.25,830.90,804.20,829.25
11-Oct-11,835.00,841.40,822.50,827.00
12-Oct-11,829.40,851.90,826.05,849.65
13-Oct-11,850.00,858.00,842.10,846.90
14-Oct-11,842.00,869.70,841.50,866.90
17-Oct-11,867.00,868.85,831.15,833.80
18-Oct-11,825.00,826.40,811.35,819.90
19-Oct-11,825.50,845.00,824.10,843.00
20-Oct-11,834.85,840.90,822.00,838.70
21-Oct-11,840.00,849.20,831.10,835.75
24-Oct-11,848.00,854.00,843.55,846.50
25-Oct-11,855.00,880.95,842.15,875.95
26-Oct-11,879.00,881.50,871.05,873.60
28-Oct-11,899.70,904.00,884.10,900.00
31-Oct-11,898.00,899.30,872.55,877.55
01-Nov-11,870.50,878.50,857.60,860.60
02-Nov-11,855.00,880.95,855.00,871.80
03-Nov-11,867.75,889.35,863.00,885.90
04-Nov-11,905.00,905.00,872.65,879.95
08-Nov-11,879.00,885.00,868.50,883.70
09-Nov-11,890.05,892.65,861.15,864.95
11-Nov-11,859.00,888.80,850.10,885.35
14-Nov-11,891.40,896.00,873.00,876.70
15-Nov-11,871.00,878.00,856.25,861.45
16-Nov-11,859.10,859.10,837.35,848.10
17-Nov-11,845.05,848.65,806.25,809.95
18-Nov-11,800.30,811.95,787.00,808.10
21-Nov-11,800.00,800.00,781.50,786.35
22-Nov-11,788.10,804.45,786.60,795.20
23-Nov-11,789.90,789.90,755.80,773.40
24-Nov-11,775.00,778.00,753.15,773.15
25-Nov-11,769.70,771.25,751.00,753.80
28-Nov-11,765.00,785.80,762.55,783.80
29-Nov-11,782.00,782.00,759.15,765.00
30-Nov-11,756.70,783.30,753.10,778.25
01-Dec-11,799.00,810.75,795.20,799.00
02-Dec-11,797.00,815.00,786.55,812.05
05-Dec-11,808.35,812.20,798.35,806.75
07-Dec-11,807.00,819.50,803.20,809.80
08-Dec-11,802.00,807.70,772.10,778.85
09-Dec-11,769.90,769.90,752.70,755.70
12-Dec-11,760.55,762.00,724.00,727.50
13-Dec-11,723.90,746.00,721.00,742.30
14-Dec-11,738.00,753.90,733.40,741.90
15-Dec-11,731.90,754.50,723.50,750.15
16-Dec-11,749.00,844.60,716.05,721.85
19-Dec-11,719.20,739.90,715.15,735.30
20-Dec-11,741.70,741.70,709.20,713.45
21-Dec-11,727.00,753.75,722.70,748.00
22-Dec-11,741.35,760.30,733.00,754.55
23-Dec-11,760.00,769.75,742.40,746.40
26-Dec-11,747.05,764.80,745.55,761.00
27-Dec-11,766.00,768.70,745.35,753.05
28-Dec-11,757.70,758.50,735.35,739.05
29-Dec-11,733.65,739.00,707.20,711.90
30-Dec-11,713.00,720.55,689.00,692.95
02-Jan-12,696.80,709.75,687.15,706.55
03-Jan-12,712.25,726.90,710.35,724.65
04-Jan-12,727.40,730.95,713.35,716.15
05-Jan-12,715.00,724.95,694.10,699.50
06-Jan-12,697.05,724.00,696.65,717.55
07-Jan-12,716.70,718.90,713.30,714.75
09-Jan-12,714.45,714.45,702.45,706.25
10-Jan-12,712.00,739.00,712.00,736.20
11-Jan-12,737.90,753.00,731.50,748.25
12-Jan-12,747.50,752.95,732.60,736.90
13-Jan-12,742.00,750.95,728.10,731.80
16-Jan-12,729.95,729.95,711.00,712.95
17-Jan-12,716.00,744.40,716.00,742.05
18-Jan-12,762.00,787.90,758.05,779.75
19-Jan-12,789.00,795.95,782.10,785.65
20-Jan-12,790.00,800.00,772.05,792.65
23-Jan-12,755.30,779.75,755.20,771.55
24-Jan-12,774.60,791.60,770.40,783.75
25-Jan-12,788.70,795.00,782.80,790.95
27-Jan-12,800.00,827.90,799.00,820.40
30-Jan-12,813.90,818.85,792.20,794.75
31-Jan-12,804.50,820.80,801.40,817.10
01-Feb-12,818.90,834.00,816.00,831.20
02-Feb-12,835.00,842.70,824.15,829.25
03-Feb-12,830.00,840.00,815.65,838.30
06-Feb-12,845.90,849.50,824.10,833.00
07-Feb-12,842.00,852.70,834.25,844.55
08-Feb-12,847.00,864.70,845.00,858.40
09-Feb-12,856.75,859.90,842.60,853.85
10-Feb-12,850.35,859.00,838.00,843.25
13-Feb-12,841.10,858.80,841.00,849.25
14-Feb-12,846.90,856.40,843.00,848.90
15-Feb-12,854.20,855.75,833.05,836.65
16-Feb-12,831.00,831.00,804.70,812.45
17-Feb-12,822.05,826.40,810.20,818.20
21-Feb-12,817.50,848.75,815.10,843.55
22-Feb-12,848.00,857.40,830.10,833.40
23-Feb-12,832.00,849.90,826.60,839.60
24-Feb-12,833.50,841.70,814.50,819.95
27-Feb-12,821.80,825.60,765.35,781.45
28-Feb-12,789.05,800.35,787.70,796.50
29-Feb-12,805.05,827.90,804.15,820.75
01-Mar-12,811.80,818.70,801.10,810.95
02-Mar-12,816.25,818.00,805.75,814.10
03-Mar-12,811.00,815.05,811.00,813.45
05-Mar-12,812.05,814.00,794.25,797.50
06-Mar-12,797.00,809.00,774.00,776.55
07-Mar-12,776.55,777.50,751.00,761.80
09-Mar-12,775.30,779.60,769.20,773.80
12-Mar-12,790.00,803.00,779.70,798.55
13-Mar-12,803.45,821.95,803.30,819.95
14-Mar-12,828.00,830.00,806.70,814.50
15-Mar-12,818.00,821.20,793.40,796.65
16-Mar-12,780.00,797.70,767.35,772.35
19-Mar-12,781.00,783.00,751.10,755.10
20-Mar-12,756.10,766.40,750.30,760.55
21-Mar-12,760.00,773.50,755.10,768.05
22-Mar-12,765.90,771.45,732.00,736.35
23-Mar-12,743.80,749.50,738.10,744.05
26-Mar-12,743.90,743.90,727.00,730.10
27-Mar-12,738.00,738.80,725.10,731.05
28-Mar-12,730.00,735.90,720.50,725.70
29-Mar-12,718.00,729.70,718.00,724.65
30-Mar-12,729.50,753.00,727.10,750.60
02-Apr-12,749.35,750.85,739.05,740.55
03-Apr-12,744.25,762.90,744.25,752.70
04-Apr-12,745.00,757.00,743.45,747.00
09-Apr-12,740.05,748.00,734.10,742.15
10-Apr-12,746.00,747.00,738.10,742.65
11-Apr-12,739.00,739.00,726.30,730.30
12-Apr-12,733.30,745.60,733.30,743.30
13-Apr-12,746.05,762.00,737.50,751.55
16-Apr-12,747.10,753.45,736.00,748.10
17-Apr-12,754.80,754.80,740.35,746.40
18-Apr-12,750.00,756.80,742.70,748.60
19-Apr-12,753.90,753.90,738.50,741.65
20-Apr-12,740.05,741.00,728.00,730.85
23-Apr-12,725.85,745.75,724.20,736.30
24-Apr-12,739.00,740.50,723.70,735.10
25-Apr-12,734.10,742.90,728.05,736.30
26-Apr-12,737.10,749.00,733.60,745.05
27-Apr-12,741.30,747.15,736.50,742.00
28-Apr-12,739.80,741.30,739.00,739.95
30-Apr-12,737.50,747.90,737.50,745.10
02-May-12,747.90,751.40,740.00,743.55
03-May-12,738.50,744.45,735.15,738.85
04-May-12,733.40,740.00,722.00,726.45
07-May-12,715.00,722.00,705.10,715.70
08-May-12,718.00,718.90,699.00,708.35
09-May-12,702.00,708.30,691.05,695.10
10-May-12,697.25,708.40,690.55,694.15
11-May-12,693.00,703.00,688.30,697.20
14-May-12,698.00,702.80,678.55,681.30
15-May-12,679.00,688.00,674.10,681.65
16-May-12,675.00,682.80,673.05,676.10
17-May-12,680.25,689.85,677.80,685.15
18-May-12,676.90,696.40,675.00,688.55
21-May-12,686.50,700.70,686.00,695.50
22-May-12,704.60,704.60,688.75,691.10
23-May-12,685.20,689.95,679.55,686.85
24-May-12,694.00,700.00,686.10,695.30
25-May-12,695.00,695.30,688.55,691.20
28-May-12,692.00,703.00,692.00,701.65
29-May-12,702.20,709.80,697.55,701.85
30-May-12,699.65,708.65,695.15,706.25
31-May-12,697.00,729.05,682.35,705.60
01-Jun-12,707.35,709.45,678.05,685.25
04-Jun-12,677.00,697.00,673.40,692.75
05-Jun-12,696.00,706.00,695.10,702.55
06-Jun-12,704.45,718.00,698.50,715.90
07-Jun-12,721.05,731.90,716.25,721.25
08-Jun-12,718.00,731.90,712.30,729.70
11-Jun-12,732.70,736.40,718.10,722.25
12-Jun-12,715.00,726.00,714.40,722.95
13-Jun-12,722.25,723.95,712.40,716.30
14-Jun-12,716.00,720.80,711.05,716.35
15-Jun-12,718.50,729.80,718.50,726.75
18-Jun-12,730.35,734.50,712.00,718.90
19-Jun-12,717.00,739.40,717.00,737.45
20-Jun-12,738.00,742.95,733.00,737.40
21-Jun-12,734.00,734.00,710.40,718.70
22-Jun-12,713.55,714.90,703.55,711.00
25-Jun-12,714.20,722.95,712.00,716.20
26-Jun-12,717.50,725.50,714.45,723.50
27-Jun-12,726.40,729.60,718.00,722.50
28-Jun-12,724.40,727.80,716.65,719.90
29-Jun-12,725.10,740.90,725.10,737.85
02-Jul-12,735.50,740.80,730.15,737.40
03-Jul-12,739.95,742.65,731.30,736.35
04-Jul-12,740.00,740.00,728.85,734.25
05-Jul-12,734.95,742.40,732.05,738.70
06-Jul-12,738.00,738.00,729.50,734.85
09-Jul-12,729.00,733.80,726.10,731.80
10-Jul-12,731.45,742.00,730.80,739.70
11-Jul-12,733.45,736.60,722.00,725.65
12-Jul-12,721.90,729.80,717.10,721.20
13-Jul-12,720.00,726.50,715.00,718.50
16-Jul-12,720.00,724.15,715.05,720.35
17-Jul-12,724.80,727.95,717.30,719.35
18-Jul-12,718.00,721.85,712.20,715.80
19-Jul-12,720.20,729.90,718.00,727.80
20-Jul-12,722.30,728.85,717.05,722.65
23-Jul-12,715.00,725.80,713.30,719.00
24-Jul-12,721.00,726.85,718.35,724.50
25-Jul-12,720.40,724.55,712.15,719.25
26-Jul-12,720.90,720.90,706.65,710.15
27-Jul-12,719.00,726.80,716.15,721.00
30-Jul-12,723.00,731.80,721.85,729.60
31-Jul-12,731.60,746.10,721.00,743.60
01-Aug-12,740.25,750.90,738.60,746.75
02-Aug-12,742.10,747.60,736.75,739.55
03-Aug-12,735.00,748.00,730.55,742.55
06-Aug-12,748.05,789.40,748.05,786.05
07-Aug-12,786.05,795.95,777.75,783.75
08-Aug-12,785.05,799.00,782.55,790.80
09-Aug-12,788.90,796.40,776.65,780.15
10-Aug-12,777.65,789.00,774.15,782.10
13-Aug-12,779.50,790.00,779.50,788.15
14-Aug-12,787.90,802.00,787.00,799.55
16-Aug-12,802.05,821.85,799.10,816.15
17-Aug-12,817.90,824.90,809.65,816.10
21-Aug-12,816.00,823.90,812.30,814.25
22-Aug-12,809.20,815.50,805.70,807.80
23-Aug-12,810.55,811.40,787.95,794.50
24-Aug-12,791.75,794.50,778.70,782.10
27-Aug-12,786.00,796.20,783.50,787.35
28-Aug-12,786.85,793.90,778.55,790.20
29-Aug-12,791.00,797.50,780.30,782.15
30-Aug-12,779.75,791.85,768.60,783.40
31-Aug-12,780.00,784.40,762.70,766.40
03-Sep-12,768.00,769.95,760.05,763.05
04-Sep-12,763.95,781.15,762.20,779.60
05-Sep-12,775.25,779.95,764.20,771.15
06-Sep-12,766.30,774.60,764.00,768.20
07-Sep-12,778.70,796.50,778.50,791.75
08-Sep-12,793.50,799.00,793.20,796.00
10-Sep-12,800.00,803.35,789.15,792.05
11-Sep-12,789.50,795.85,783.20,791.00
12-Sep-12,793.50,799.70,789.45,798.10
13-Sep-12,798.10,808.50,794.30,799.15
14-Sep-12,813.00,845.70,809.55,841.75
17-Sep-12,848.10,881.60,848.10,873.75
18-Sep-12,870.20,873.90,851.30,855.60
20-Sep-12,840.70,848.30,828.25,832.50
21-Sep-12,833.00,854.70,832.00,850.30
24-Sep-12,850.00,857.80,832.75,836.35
25-Sep-12,838.00,844.80,830.25,839.75
26-Sep-12,838.00,849.70,833.85,844.75
27-Sep-12,845.20,848.00,824.25,829.85
28-Sep-12,837.00,847.90,834.35,837.20
01-Oct-12,840.00,842.30,829.25,833.50
03-Oct-12,834.45,853.45,834.25,846.10
04-Oct-12,850.55,858.90,849.10,852.90
05-Oct-12,859.90,862.00,682.35,857.80
08-Oct-12,854.55,854.55,816.25,819.40
09-Oct-12,825.50,826.70,813.10,815.30
10-Oct-12,811.00,822.30,807.40,816.00
11-Oct-12,819.00,822.00,809.30,819.95
12-Oct-12,818.80,826.40,816.05,818.90
15-Oct-12,819.00,829.90,819.00,823.05
16-Oct-12,838.90,839.95,810.00,812.45
17-Oct-12,816.05,817.40,801.55,805.15
18-Oct-12,807.25,816.00,797.00,811.30
19-Oct-12,807.70,810.50,799.35,802.80
22-Oct-12,795.20,816.95,791.70,815.60
23-Oct-12,813.50,814.80,804.80,809.95
25-Oct-12,810.10,818.70,807.20,810.40
26-Oct-12,803.20,806.00,792.15,798.95
29-Oct-12,802.35,814.40,802.35,811.20
30-Oct-12,810.00,811.80,799.15,803.25
31-Oct-12,803.15,807.35,798.00,805.50
01-Nov-12,795.00,808.80,788.70,807.10
02-Nov-12,812.00,814.90,802.50,807.95
05-Nov-12,803.65,808.95,801.85,806.15
06-Nov-12,804.00,807.40,796.25,805.45
07-Nov-12,802.00,805.30,798.00,800.85
08-Nov-12,793.00,798.30,789.75,796.60
09-Nov-12,793.35,803.50,785.00,787.65
12-Nov-12,785.85,789.40,779.00,786.65
13-Nov-12,789.15,792.20,783.40,789.60
15-Nov-12,788.85,788.85,777.05,784.60
16-Nov-12,787.40,792.65,771.00,775.15
19-Nov-12,775.25,778.25,761.35,774.30
20-Nov-12,780.70,780.70,762.20,765.35
21-Nov-12,766.50,773.90,761.10,771.20
22-Nov-12,773.05,773.70,761.40,765.85
23-Nov-12,766.00,775.80,766.00,773.75
26-Nov-12,774.90,779.45,771.00,773.65
27-Nov-12,777.00,788.00,774.00,786.80
29-Nov-12,786.00,804.00,782.65,798.30
30-Nov-12,796.05,808.00,790.00,793.70
03-Dec-12,795.00,807.00,789.75,804.00
04-Dec-12,806.15,825.70,806.00,824.70
05-Dec-12,828.25,837.10,820.60,832.60
06-Dec-12,835.95,845.85,822.00,843.90
07-Dec-12,841.05,849.70,830.45,834.60
10-Dec-12,834.60,837.95,821.25,828.30
11-Dec-12,832.00,838.35,814.50,820.05
12-Dec-12,825.00,834.80,819.35,832.60
13-Dec-12,832.60,841.00,830.40,834.25
14-Dec-12,834.50,846.80,828.50,839.25
17-Dec-12,834.50,844.40,831.00,834.15
18-Dec-12,834.50,839.45,826.00,831.40
19-Dec-12,835.20,843.05,834.05,839.50
20-Dec-12,841.95,841.95,829.50,837.85
21-Dec-12,833.00,834.50,822.20,825.25
24-Dec-12,825.60,827.35,815.60,820.70
26-Dec-12,822.00,835.90,822.00,828.25
27-Dec-12,830.30,832.00,815.10,817.70
28-Dec-12,823.50,846.00,821.55,840.25
31-Dec-12,840.30,849.80,836.80,839.55
01-Jan-13,844.00,846.60,839.10,840.70
02-Jan-13,844.00,856.00,842.55,847.95
03-Jan-13,848.60,862.00,844.60,860.75
04-Jan-13,861.90,864.60,853.55,861.85
07-Jan-13,865.70,871.00,851.80,856.60
08-Jan-13,855.10,858.10,847.90,850.65
09-Jan-13,852.40,859.85,848.65,852.70
10-Jan-13,857.75,858.95,847.00,850.05
11-Jan-13,852.50,853.00,836.25,839.90
14-Jan-13,841.00,853.00,839.00,847.55
15-Jan-13,846.15,851.80,838.00,847.15
16-Jan-13,846.05,870.90,846.05,861.35
17-Jan-13,862.10,893.55,859.75,890.00
18-Jan-13,895.00,902.95,885.65,900.20
21-Jan-13,938.10,955.00,918.05,919.95
22-Jan-13,920.00,930.70,915.55,920.05
23-Jan-13,922.10,928.80,916.20,923.05
24-Jan-13,925.00,928.35,907.00,915.55
25-Jan-13,916.25,917.35,905.10,912.20
28-Jan-13,911.35,913.15,895.00,897.55
29-Jan-13,895.00,902.00,880.10,882.85
30-Jan-13,887.50,903.40,887.50,899.40
31-Jan-13,896.65,898.00,883.10,886.65
01-Feb-13,891.35,899.80,883.60,894.00
04-Feb-13,896.05,901.00,884.10,886.70
05-Feb-13,884.00,885.90,873.00,874.75
06-Feb-13,880.45,882.90,870.80,875.65
07-Feb-13,871.60,882.00,868.35,872.90
08-Feb-13,869.95,874.00,857.00,863.55
11-Feb-13,865.00,875.00,860.60,868.40
12-Feb-13,868.60,880.35,865.20,875.45
13-Feb-13,884.00,888.00,872.50,879.00
14-Feb-13,880.00,883.45,851.00,856.05
15-Feb-13,854.90,857.40,834.10,845.80
18-Feb-13,848.00,854.60,843.20,847.50
19-Feb-13,849.00,855.00,834.25,848.40
20-Feb-13,857.95,878.85,856.60,874.80
21-Feb-13,869.00,876.80,853.65,859.20
22-Feb-13,858.50,872.00,858.00,862.60
25-Feb-13,864.00,864.95,851.00,854.35
26-Feb-13,849.70,849.70,818.75,823.50
27-Feb-13,830.00,840.95,827.15,831.30
28-Feb-13,837.20,839.55,805.75,813.85
01-Mar-13,816.00,818.50,805.50,810.40
04-Mar-13,808.90,818.25,804.90,812.60
05-Mar-13,819.10,834.45,819.10,826.35
06-Mar-13,831.90,838.40,826.70,835.25
07-Mar-13,831.25,841.50,824.05,836.50
08-Mar-13,843.00,854.70,840.00,851.30
11-Mar-13,852.10,860.60,840.05,844.50
12-Mar-13,850.50,854.50,843.55,847.85
13-Mar-13,842.20,856.60,840.20,845.00
14-Mar-13,844.00,863.45,835.25,860.05
15-Mar-13,864.75,869.40,838.30,843.65
18-Mar-13,835.00,843.50,830.80,834.30
19-Mar-13,836.60,839.00,811.90,825.00
20-Mar-13,829.40,829.80,813.35,822.70
21-Mar-13,825.00,832.80,804.75,812.60
22-Mar-13,808.30,821.00,804.35,810.60
25-Mar-13,820.60,823.35,802.25,809.25
26-Mar-13,802.50,805.00,780.00,783.35
28-Mar-13,785.00,785.95,764.40,772.90
01-Apr-13,781.00,790.80,773.80,778.75
02-Apr-13,780.20,796.50,778.30,793.90
03-Apr-13,797.80,799.00,771.00,776.55
04-Apr-13,772.50,777.95,764.20,767.55
05-Apr-13,769.00,782.40,767.70,780.10
08-Apr-13,778.10,794.35,778.00,789.40
09-Apr-13,792.10,795.60,771.10,776.95
10-Apr-13,780.10,783.95,771.60,779.40
11-Apr-13,784.00,785.10,764.15,771.10
12-Apr-13,767.00,780.40,765.00,775.35
15-Apr-13,773.05,799.95,773.05,793.60
16-Apr-13,797.00,810.00,785.40,804.95
17-Apr-13,805.85,809.60,769.20,773.70
18-Apr-13,776.50,785.20,772.65,781.60
22-Apr-13,786.00,794.70,778.30,789.75
23-Apr-13,791.50,805.80,786.05,803.70
25-Apr-13,807.60,826.60,807.60,819.65
26-Apr-13,813.00,825.00,789.70,792.40
29-Apr-13,793.10,798.90,788.45,792.65
30-Apr-13,793.65,796.65,777.15,788.20
02-May-13,787.40,807.00,783.40,802.90
03-May-13,803.00,815.90,794.90,800.50
06-May-13,802.20,824.95,802.20,821.60
07-May-13,821.50,835.90,819.65,828.15
08-May-13,830.10,832.90,822.05,829.65
09-May-13,828.40,831.65,815.00,818.10
10-May-13,814.70,820.50,809.20,812.95
11-May-13,813.40,814.90,812.00,814.10
13-May-13,813.35,825.50,798.80,803.00
14-May-13,800.55,809.00,795.60,798.15
15-May-13,802.00,820.80,802.00,819.00
16-May-13,816.00,843.80,815.50,840.65
17-May-13,840.65,844.70,823.30,835.50
20-May-13,837.40,855.00,828.75,831.15
21-May-13,831.10,840.00,825.30,828.60
22-May-13,830.10,834.00,813.50,818.75
23-May-13,811.65,816.00,780.10,784.45
24-May-13,793.40,794.70,779.20,786.45
27-May-13,802.75,832.80,801.00,828.30
28-May-13,828.00,828.00,828.00,828.00
28-May-13,830.00,846.90,826.20,843.40
29-May-13,840.50,849.80,833.45,847.90
30-May-13,845.00,846.00,830.00,836.80
31-May-13,834.10,835.75,802.10,806.30
03-Jun-13,803.70,805.35,785.25,787.90
04-Jun-13,790.60,799.80,779.15,780.20
05-Jun-13,780.50,804.30,780.50,802.00
06-Jun-13,800.00,803.90,788.10,792.00
07-Jun-13,794.20,802.00,781.00,783.60
10-Jun-13,789.00,795.50,782.00,789.35
11-Jun-13,783.50,791.50,775.30,785.60
12-Jun-13,785.05,785.05,785.05,785.05
12-Jun-13,783.05,797.50,782.20,790.80
13-Jun-13,783.00,792.90,780.55,789.80
14-Jun-13,796.20,819.85,796.10,814.65
17-Jun-13,815.50,827.90,811.10,825.55
18-Jun-13,823.70,837.50,817.45,823.40
19-Jun-13,822.00,833.25,814.90,831.70
20-Jun-13,817.90,817.90,795.00,798.00
21-Jun-13,799.90,810.35,783.60,792.85
24-Jun-13,790.00,796.15,778.50,792.65
25-Jun-13,799.70,819.90,795.00,803.80
26-Jun-13,809.45,814.45,801.10,803.60
27-Jun-13,816.50,836.95,814.40,830.00
28-Jun-13,869.50,873.00,846.00,862.60
01-Jul-13,862.00,888.00,855.65,885.70
02-Jul-13,883.10,891.80,868.75,871.85
03-Jul-13,860.50,863.35,848.55,850.85
04-Jul-13,853.10,870.60,847.35,861.65
05-Jul-13,866.35,884.75,866.35,880.35
08-Jul-13,870.00,873.45,858.15,866.95
09-Jul-13,869.10,881.80,867.05,874.80
10-Jul-13,874.25,879.85,839.00,856.00
11-Jul-13,865.00,873.30,859.25,870.05
12-Jul-13,874.25,896.00,869.60,889.95
15-Jul-13,886.00,899.90,886.00,896.85
16-Jul-13,887.00,904.45,883.05,900.60
17-Jul-13,903.00,917.90,903.00,914.95
18-Jul-13,918.00,919.95,909.20,917.25
19-Jul-13,919.05,927.90,913.05,923.70
22-Jul-13,915.00,915.00,898.95,909.05
23-Jul-13,912.05,925.00,907.25,909.55
24-Jul-13,908.00,916.90,895.15,909.35
25-Jul-13,905.95,912.20,877.45,890.75
26-Jul-13,892.20,903.70,885.45,890.15
29-Jul-13,887.05,898.65,882.55,885.70
30-Jul-13,887.05,892.00,853.90,857.35
31-Jul-13,858.65,879.70,842.60,872.05
01-Aug-13,875.15,882.85,844.85,850.00
02-Aug-13,860.00,871.95,850.00,857.35
05-Aug-13,860.00,872.90,855.75,861.55
06-Aug-13,858.45,864.20,830.15,841.05
07-Aug-13,845.00,881.85,831.00,872.45
08-Aug-13,867.35,872.45,857.15,865.65
12-Aug-13,869.00,872.85,840.45,845.65
13-Aug-13,843.00,859.95,835.00,852.90
14-Aug-13,856.00,868.00,847.45,865.00
16-Aug-13,865.00,867.00,817.15,826.70
19-Aug-13,823.00,834.00,807.55,820.25
20-Aug-13,811.10,830.80,805.05,825.35
21-Aug-13,833.00,834.70,780.20,783.60
22-Aug-13,782.45,808.65,774.20,806.10
23-Aug-13,813.70,824.70,808.50,819.50
26-Aug-13,822.50,831.45,808.40,822.60
27-Aug-13,814.00,824.90,800.00,803.25
28-Aug-13,795.10,818.55,763.90,811.80
29-Aug-13,816.00,853.40,812.50,845.25
30-Aug-13,843.80,860.00,828.30,853.85
02-Sep-13,853.20,890.00,853.20,886.75
03-Sep-13,888.20,891.70,828.30,831.00
04-Sep-13,833.75,864.55,833.00,849.35
05-Sep-13,863.00,869.75,851.10,862.55
06-Sep-13,870.00,873.50,841.50,868.00
10-Sep-13,872.90,893.55,866.25,890.35
11-Sep-13,889.00,892.90,874.15,887.75
12-Sep-13,888.00,901.00,871.15,875.40
13-Sep-13,868.00,883.70,867.05,873.00
16-Sep-13,885.95,887.70,854.00,861.75
17-Sep-13,856.35,864.00,852.60,858.15
18-Sep-13,860.50,875.00,856.80,871.95
19-Sep-13,888.05,895.95,880.55,890.60
20-Sep-13,886.00,901.00,870.50,881.90
23-Sep-13,872.05,881.00,865.00,874.35
24-Sep-13,872.00,884.55,868.15,874.60
25-Sep-13,872.40,874.90,842.20,849.05
26-Sep-13,846.65,850.15,835.25,838.25
27-Sep-13,842.00,854.50,837.00,839.90
30-Sep-13,832.05,844.50,819.10,822.40
01-Oct-13,826.30,829.90,817.70,821.45
03-Oct-13,823.40,848.90,823.40,846.95
04-Oct-13,840.55,859.70,838.00,854.40
07-Oct-13,847.60,852.40,836.00,844.05
08-Oct-13,849.70,854.70,839.20,844.95
09-Oct-13,839.95,867.65,837.50,860.90
10-Oct-13,859.00,862.80,848.05,860.00
11-Oct-13,865.00,868.00,854.30,863.35
14-Oct-13,865.00,875.00,863.20,870.30
15-Oct-13,897.30,898.65,864.00,867.80
17-Oct-13,870.00,888.00,864.65,880.35
18-Oct-13,881.60,908.00,881.60,905.65
21-Oct-13,905.65,915.50,896.15,913.20
22-Oct-13,907.40,910.95,897.50,904.20
23-Oct-13,905.20,909.20,887.65,896.75
24-Oct-13,892.05,911.00,881.35,884.50
25-Oct-13,884.10,892.80,879.35,887.00
28-Oct-13,888.00,904.85,887.85,890.75
29-Oct-13,889.10,903.95,883.90,896.80
30-Oct-13,896.50,902.90,894.70,898.15
31-Oct-13,900.00,918.00,896.00,914.70
01-Nov-13,910.10,926.55,903.35,908.25
03-Nov-13,910.00,914.40,906.80,908.70
